MainText,Label,CleanText
In the end she might still vomit but its okay. Not everything will come out.,ham,end might still vomit okay everything come
How are you with moneY...as in to you...money aint a thing....how are you sha!,ham,moneyas youmoney aint thinghow sha
It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,ham,everything weather keep extra warm cold nothing serious pls lots vitamin c
Hey gals.. Anyone of u going down to e driving centre tmr?,ham,hey gals anyone u going e driving centre tmr
I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,ham,im always yahoo messenger send message ill get may send mobile mode sha ill get reply
I'm putting it on now. It should be ready for  &lt;TIME&gt;,ham,im putting ready lttimegt
"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",ham,time n smile r two crucial things life sometimes time makes us forget smile sometimes someones smile makes us forget time gud noon
"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",smish,sms ac jsco energy high u may know 2channel 2day ur leadership skills r strong psychic reply ans wquestion end reply end jsco
Host-based IDPS for linux systems.,ham,hostbased idps linux systems
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",smish,hot live fantasies call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call
Don no da:)whats you plan?,ham,dawhats plan
Ill be there on  &lt;#&gt;  ok.,ham,ill ltgt ok
Oh my God. I'm almost home,ham,oh god im almost home
Total video converter free download type this in google search:),ham,total video converter free download type google search
Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,smish,thanks vote sing along stars karaoke mobile free link reply sing
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
Sounds like something that someone testing me would sayy,ham,sounds like something someone testing would sayy
When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,ham,u love someone dont make love u much u love much dont want loved anyone except gud nit
"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",ham,peteis phone still jenny college leannewhat
Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,ham,oops sorry check dont mind picking tomo half eight station would ok
"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",ham,hey sweet wondering moment might come want send file someone wont go yahoo connection sucks remember set page go download format disc could tell know way download big files download stuff directly internet help would great prey teasing kiss
Hows the champ just leaving glasgow!,ham,hows champ leaving glasgow
K:)all the best:)congrats...,ham,kall bestcongrats
I wonder if you'll get this text?,ham,wonder youll get text
I need to come home and give you some good lovin...,ham,need come home give good lovin
Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,smish,brand new mobile music service live free music player arrive shortly install phone browse content top artists
Shall i ask one thing if you dont mistake me.,ham,shall ask one thing dont mistake
Check wid corect speling i.e. Sarcasm,ham,check wid corect speling ie sarcasm
"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",smish,urgent mobile awarded £2000 bonus caller prize 10803 2nd attempt contact call 08714719523 box95qu bt national rate
Are you angry with me. What happen dear,ham,angry happen dear
I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,ham,thk u dun haf 2 hint e forum already lor cos told ron n darren going 2 tell shuhui
Yup ok thanx...,ham,yup ok thanx
Hi:)cts employee how are you?,ham,hicts employee
Pls pls find out from aunt nike.,ham,pls pls find aunt nike
"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",ham,wow love sooo much know barely stand wonder day goes well love think miss
No screaming means shouting..,ham,screaming means shouting
Hey what happen de. Are you alright.,ham,hey happen de alright
Should I have picked up a receipt or something earlier,ham,picked receipt something earlier
I think chennai well settled?,ham,think chennai well settled
Oh dang! I didn't mean o send that to you! Lol!,ham,oh dang didnt mean send lol
Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,ham,unfortunately ive found pick sister airport evening dont think ill going try go one th
Horrible bf... I now v hungry...,ham,horrible bf v hungry
Remember on that day..,ham,remember day
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,smish,nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16
How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,ham,hows feel mr real valentine yo valentine even tho u hardly play
All sounds good. Fingers . Makes it difficult to type,ham,sounds good fingers makes difficult type
Midnight at the earliest,ham,midnight earliest
You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,ham,youre sure im trying make xavier smoke dont want smoke told smoke much
K come to nordstrom when you're done,ham,k come nordstrom youre done
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,ham,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dreams
Now press conference da:),ham,press conference da
"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",smish,hello orange 1 months free access games news sport plus 10 free texts 20 photo messages reply yes terms apply wwworangecoukow
After completed degree. There is no use in joining finance.,ham,completed degree use joining finance
"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",ham,good afternoon love job prospects missing lazy bleak hmmm happy filled love
Shant disturb u anymore... Jia you...,ham,shant disturb u anymore jia
Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,ham,bishan lar nearer need buy early cos buy got ta park car
"Me, i dont know again oh",ham,dont know oh
Dude sux for snake. He got old and raiden got buff,ham,dude sux snake got old raiden got buff
He says hi and to get your ass back to south tampa (preferably at a kegger),ham,says hi get ass back south tampa preferably kegger
In e msg jus now. U said thanks for gift.,ham,e msg jus u said thanks gift
U too...,ham,u
Ok how you dear. Did you call chechi,ham,ok dear call chechi
Yeah we do totes. When u wanna?,ham,yeah totes u wan na
Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,ham,ok found dis pierre cardin one looks normal costs 20 sale
Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),ham,good sleep rhythm person establish rhythm body learn use want know
Wat r u doing?,ham,wat r u
Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,ham,message truro hospital ext phone phone side
"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",ham,single line big meaning miss anything 4 ur best life dont miss ur best life anything gud nyt
"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",ham,got gas money chance gang want go grand nature adventure
Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,ham,dnt worryuse ice pieces cloth packalso take 2 tablets
Dude just saw a parked car with its sunroof popped up. Sux,ham,dude saw parked car sunroof popped sux
Get ready to put on your excellent sub face :),ham,get ready put excellent sub face
Tmrw. Im finishing 9 doors,ham,tmrw im finishing 9 doors
"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",ham,ltgt g saw days ago guy wants sell wifi ltgt 3g ltgt thats blanked
I am late. I will be there at,ham,late
"whatever, im pretty pissed off.",ham,whatever im pretty pissed
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,ham,today accept dayu accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy
I dont have that much image in class.,ham,dont much image class
No:-)i got rumour that you going to buy apartment in chennai:-),ham,noi got rumour going buy apartment chennai
Near kalainar tv office.thenampet,ham,near kalainar tv officethenampet
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,smish,ur cashbalance currently 500 pounds maximize ur cashin send go 86688 150pmsg cc 08718720201 hgsuite3422lands roww1j6hl
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,smish,sms auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021 hgsuite3422lands roww1j6hl
My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,ham,sis catching e show e afternoon im watching w c u wan 2 watch today tmr lor
"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",ham,sounds gd haha wah u yan jiu fast liao
No. To be nosy I guess. Idk am I over reacting if I'm freaked?,ham,nosy guess idk reacting im freaked
"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",ham,remember hurt days satanic imposter meneed pay priceso itmay destiny keep going u said pray get mind get
How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,ham,make girl happy difficult make girls happy u need 1 friend 2 companion 3 lover 4 chef ltgt good listener ltgt organizer ltgt good boyfriend ltgt clean ltgt sympathetic ltgt athletic ltgt warm ltgt courageous ltgt determined ltgt true ltgt dependable ltgt intelligent ltgt psychologist ltgt pest exterminator ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aaniye pudunga venaam
"Why is that, princess? I bet the brothas are all chasing you!",ham,princess bet brothas chasing
"I shall book chez jules for half eight, if that's ok with you?",ham,shall book chez jules half eight thats ok
Hhahhaahahah rofl wtf nig was leonardo in your room or something,ham,hhahhaahahah rofl wtf nig leonardo room something
"Yep, at derek's house now, see you Sunday &lt;3",ham,yep dereks house see sunday lt3
"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",ham,cool let know kicks around ltgt ill day
"Sorry, I'll call later",ham,sorry ill call later
I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,ham,wondering would okay call uncle john let know things nigeria r ltgt dollars 2years sent know strain plan pay back every dime gives every dime expect anything practical something like
There are no other charges after transfer charges and you can withdraw anyhow you like,ham,charges transfer charges withdraw anyhow like
"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",ham,dont search love let love find u thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl
At 4. Let's go to bill millers,ham,4 lets go bill millers
I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,ham,love set soul fire spark flame big rawring flame xoxo
"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",ham,somewhr someone surely made 4 u god decided perfect time make u meet dat person till den enjoy ur crushes
That's my honeymoon outfit. :),ham,thats honeymoon outfit
Will it help if we propose going back again tomorrow,ham,help propose going back tomorrow
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,smish,private 2003 account statement shows 800 unredeemed points call 08719899230 identifier code 41685 expires 071104
Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,ham,never blame day ur life good days give u happiness bad days give u experience essential life gods blessings good morning
Pls confirm the time to collect the cheque.,ham,pls confirm time collect cheque
As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,smish,registered subscriber yr draw 4 £100 gift voucher b entered receipt correct ans next olympics txt ans 80062
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,smish,urgent mobile number awarded £2000 prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm
Daddy will take good care of you :),ham,daddy take good care
"Yeah probably, I still gotta check out with leo",ham,yeah probably still got ta check leo
K.then any other special?,ham,kthen special
Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,ham,carlos taking sweet time usual let know patty donewant smoke ill tell haul ass
Ok pa. Nothing problem:-),ham,ok pa nothing problem
Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!,ham,heard job im going wildlife talk tonight u want2come that2worzels wizzle whatever
"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",ham,god picked flower dippeditinadew lovingly touched itwhichturnedinto u gifted tomeandsaidthis friend 4u
When you came to hostel.,ham,came hostel
Ok no prob... I'll come after lunch then...,ham,ok prob ill come lunch
Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,ham,jus telling u dat ill b leaving 4 shanghai 21st instead well haf time 2 meet cya
Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,ham,freezing home yet remember kiss mom morning love think missing yet
You all ready for * big day tomorrow?,ham,ready big day tomorrow
I'll probably be around mu a lot,ham,ill probably around mu lot
645,ham,645
RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,smish,rtking pro video club need help inforingtonekingcouk call 08701237397 must 16 club credits redeemable wwwringtonekingcouk enjoy
Thnx dude. u guys out 2nite?,ham,thnx dude u guys 2nite
Me sef dey laugh you. Meanwhile how's my darling anjie!,ham,sef dey laugh meanwhile hows darling anjie
Mm i had my food da from out,ham,mm food da
"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",ham,k makes sense btw carlos difficult guys gon na smoke go pick second batch get gas
Did u download the fring app?,ham,u download fring app
The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,ham,2 oz guy kinda flaky one friend interested picking ltgt worth tonight possible
Friends that u can stay on fb chat with,ham,friends u stay fb chat
"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",ham,fuck babe miss sooooo much wish sleep bed lonely go sleep dream love
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",ham,living simple loving also simple laughing simple winning tooo simple simple difficult gud nte
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,smish,u secret admirer looking 2 make contact ufind rreveal thinks ur specialcall 09058094599
"Ah, well that confuses things, doesn‘t it?",ham,ah well confuses things ‘
500 free text msgs. Just text ok to 80488 and we'll credit your account,smish,500 free text msgs text ok 80488 well credit account
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,ham,hi dear call urgnt dont know whats problem dont want work problem least tell wating reply
Dear how you. Are you ok?,ham,dear ok
"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",smish,selected stay 1 250 top british hotels nothing holiday worth £350 claim call london 02072069400 bx 526 sw73ss
Yes princess! I want to make you happy...,ham,yes princess want make happy
Sounds like you have many talents! would you like to go on a dinner date next week?,ham,sounds like many talents would like go dinner date next week
I am going to film 2day da. At 6pm. Sorry da.,ham,going film 2day da 6pm sorry da
We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,ham,watching movie already xy wants 2 shop im shopping w
Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,ham,hello little party animal thought id buzz friends grins reminding loved send naughty adoring kiss
Yesterday its with me only . Now am going home.,ham,yesterday going home
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",smish,eerie nokia tones 4u rply tone title 8007 eg tone dracula 8007 titles ghost addamsfa munsters exorcist twilight wwwgetzedcouk pobox36504w45wq 150p
"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",ham,come life brought sun shiny warming heart putting constant smile face making feel loved cared
"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",ham,shit wasnt surprised went spent evening french guy met town fooled around bit didnt let fuck
"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.",smish,0anetworks allow companies bill sms responsible suppliers shop give guarantee sell b g
Great comedy..cant stop laughing da:),ham,great comedycant stop laughing da
FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,smish,freemsgfeelin kinda lnly hope u like 2 keep company jst got cam moby wan na c pictxt reply date 82242 msg150p 2rcv hlp 08712317606 stop 82242
"Alright, we're all set here, text the man",ham,alright set text man
"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",ham,hi theyre keen go kind feel shouldnt go tomo dont mind
Sleeping nt feeling well,ham,sleeping nt feeling well
U WILL SWITCH YOUR FONE ON DAMMIT!!,ham,u switch fone dammit
India have to take lead:),ham,india take lead
I.ll post her out l8r. In class,ham,ill post l8r class
Thts wat Wright Brother did to fly..,ham,thts wat wright brother fly
"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!",ham,evening v good somewhat event laden fill dont worry … head ok throat wrecked see six
If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),ham,u laugh really loud u talk spontaneously u dont care others feel u probably dear amp best friends goodevening dear
ITS A LAPTOP TAKE IT WITH YOU.,ham,laptop take
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,ham,dont file bagi work called mei tell find anything room
I wan but too early lei... Me outside now wun b home so early... Neva mind then...,ham,wan early lei outside wun b home early neva mind
"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",smish,ur chance win £250 cash every wk txt action 80608 tscs wwwmovietriviatv custcare 08712405022 1x150pwk
I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now?,ham,bugis juz wat im walking home oredi ü late reply oso saw top dat like din buy r ü
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",ham,wishing family merry x mas happy new year advance
At 7 we will go ok na.,ham,7 go ok na
Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),ham,yes posted couple pics fb theres still snow outside im waking
S:-)if we have one good partnership going we will take lead:),ham,sif one good partnership going take lead
RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,smish,rgent 2nd attempt contact uu £1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary max£7 50
"Yeah, where's your class at?",ham,yeah wheres class
No just send to you. Bec you in temple na.,ham,send bec temple na
"You aren't coming home between class, right? I need to work out and shower!",ham,arent coming home class right need work shower
Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,smish,hi ur lookin 4 saucy daytime fun wiv busty married woman free next week chat 2 sort time 09099726429 janinexx calls£1minmobsmorelkpobox177hp51fl
S but mostly not like that.,ham,mostly like
Ü v ma fan...,ham,ü v fan
Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,ham,dunno cos v late n reach inside already ate spageddies lor e gals r laughing lor
Guess who spent all last night phasing in and out of the fourth dimension,ham,guess spent last night phasing fourth dimension
So now my dad is gonna call after he gets out of work and ask all these crazy questions.,ham,dad gon na call gets work ask crazy questions
"Yes..but they said its IT.,",ham,yesbut said
"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)",ham,hurting n meaningful lines ever compromised everything love end love compromised everything gud mornin
Lmao!nice 1,ham,lmaonice 1
Glad to see your reply.,ham,glad see reply
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,smish,urgent trying contact u todays draw shows £800 prize guaranteed call 09050001295 land line claim a21 valid 12hrs
Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,smish,monthly password wap mobsicom 391784 use wap phone pc
Nah dub but je still buff,ham,nah dub je still buff
"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",ham,painful words thought happy toughest thing earth toughest acting happy unspoken pain inside
"Yeah, that's fine! It's £6 to get in, is that ok?",ham,yeah thats fine £6 get ok
Lol where do u come up with these ideas?,ham,lol u come ideas
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",ham,many people seems special first sight remain special till last sight maintain till life ends shjas
"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",ham,today song dedicated day song u dedicate send ur valuable frnds first rply
Okay... We wait ah,ham,okay wait ah
Y lei?,ham,lei
HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,ham,hi babe u r likely bed im sorry tonight really wan na see u tomorrow call 9 love xxx
Already am squatting is the new way of walking,ham,already squatting new way walking
Do you want bold 2 or bb torch,ham,want bold 2 bb torch
Cramps stopped. Going back to sleep,ham,cramps stopped going back sleep
todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,smish,todays vodafone numbers ending 0089my last four digits selected received £350 award number matches please call 09063442151 claim £350 award
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,smish,free top ringtone sub weekly ringtoneget 1st week freesend subpoly 816183 per weekstop sms08718727870
Nan sonathaya soladha. Why boss?,ham,nan sonathaya soladha boss
Bring tat cd don forget,ham,bring tat cd forget
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,smish,sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr 82277 £150 sptyrone
I don't know but I'm raping dudes at poker,ham,dont know im raping dudes poker
Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,ham,weightloss girl friends make loads money ebay something give thanks god
Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,ham,gr8 see message r u leaving congrats dear school wat r ur plans
Ü eatin later but i'm eatin wif my frens now lei... Ü going home first?,ham,ü eatin later im eatin wif frens lei ü going home first
Finish already... Yar they keep saying i mushy... I so embarrassed ok...,ham,finish already yar keep saying mushy embarrassed ok
"Sorry man, my stash ran dry last night and I can't pick up more until sunday",ham,sorry man stash ran dry last night cant pick sunday
Hai priya are you right. What doctor said pa. Where are you.,ham,hai priya right doctor said pa
"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",smish,free msg sorry service ordered 81303 could delivered sufficient credit please top receive service
Ok...,ham,ok
Please ask mummy to call father,ham,please ask mummy call father
Can come my room but cannot come my house cos my house still messy... Haha...,ham,come room come house cos house still messy haha
I have lost 10 kilos as of today!,ham,lost 10 kilos today
Just taste fish curry :-P,ham,taste fish curry p
What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,ham,might accidant tookplace somewhere ghodbandar rd traffic moves slovely plz slip amp dont worry
Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,ham,yun ahnow ü wkg wherebtw ü go nus sc ü wana specialise wad
Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,ham,yes one woman man please tell likes dislikes bed
Was doing my test earlier. I appreciate you. Will call you tomorrow.,ham,test earlier appreciate call tomorrow
"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",ham,hows loverboy keeps coming queen hmmm doesnt ache speak miss desparately
U meet other fren dun wan meet me ah... Muz b a guy rite...,ham,u meet fren dun wan meet ah muz b guy rite
"(No promises on when though, haven't even gotten dinner yet)",ham,promises though havent even gotten dinner yet
I got your back! Do you have any dislikes in bed?,ham,got back dislikes bed
o turns out i had stereo love on mi phone under the unknown album.,ham,turns stereo love mi phone unknown album
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,smish,hard live 121 chat 60pmin choose girl connect live call 09094646899 cheap chat uks biggest live service vu bcm1896wc1n3xx
Yeah I don't see why not,ham,yeah dont see
Asking do u knw them or nt? May be ur frnds or classmates?,ham,asking u knw nt may ur frnds classmates
"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",ham,sorry earlier putting firesare around talk 9 actually life lol
WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,smish,wow boys r back take 2007 uk tour win vip tickets prebook vip club txt club 81303 trackmarque ltd infovipclub4u
"As in missionary hook up, doggy hook up, standing...|",ham,missionary hook doggy hook standing
Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,ham,u better go sleep dun disturb u liao u wake msg lor
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",ham,fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose
Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.,ham,watching house – entertaining – getting whole hugh laurie thing – even stick – indeed especially stick
