MainText,Phishing,Label,CleanText
WELLS FARG O: Account temporarily locked. Visit use.app.link/wf,0.0,ham,wells farg account temporarily locked visit useapplinkwf
Earn more money weekly with our brand vinyl sticker on your vehicle. Apply on https://polandspringswaterO.wixsite.com/advert,0.0,ham,earn money weekly brand vinyl sticker vehicle apply httpspolandspringswaterowixsitecomadvert
UNILEVER PLC are looking for individuals all over the nation who can plaster their Car or Truck with our sticker for an advert and Earn 500 bucks every week. PLS visit https://unileverplcpromo01.wixsite.com/wrap for more details to get started. ,0.0,ham,unilever plc looking individuals nation plaster car truck sticker advert earn 500 bucks every week pls visit httpsunileverplcpromo01wixsitecomwrap details get started
(Alert@BankOfAmerica) We Recived Your Request To Update Your Card Pin. If You Not Requested It Please Verify Your Card at bofapin.me/card ,0.0,ham,alertbankofamerica recived request update card pin requested please verify card bofapinmecard
"CML - The water near Camp Lejeune, NC is TOXIC. If you ingested the water in that area you are eligible to get 250k. Dial +12163507848 here. STOP to end",,ham,cml water near camp lejeune nc toxic ingested water area eligible get 250k dial 12163507848 stop end
"RPC - If you ever drank the water, with-in 500 miles of CampLejune, NC, You're recieving 85,405k - Call +15102161022 today. STOP to end ",,ham,rpc ever drank water within 500 miles camplejune nc youre recieving 85405k call 15102161022 today stop end
Avail Yeti's HIGH CLASS HARD COOLER at discounted price this week and receive another water flask at no cost. http://pqlhvds.in/40611,0.0,ham,avail yetis high class hard cooler discounted price week receive another water flask cost httppqlhvdsin40611
Famous Singer Britney Spears has died today over rare disease http://reversalshare.boutique/yvCIPvH2 ,0.0,ham,famous singer britney spears died today rare disease httpreversalshareboutiqueyvcipvh2
FRM:#276022486774 SUBJ:#776022486774 MSG:Delivery Failed;Click? hfmu.axisxnor.com to redeliver now or item will be return to warehouse headquarter 1:58 AM,1.0,smish,frm276022486774 subj776022486774 msgdelivery failedclick hfmuaxisxnorcom redeliver item return warehouse headquarter 158
CharlesSchwab/krg7k.sq3:Your account has been locked due to ununsual transactions.visit https://institutohaquira.edu.pe/schwab/ to,0.0,ham,charlesschwabkrg7ksq3your account locked due ununsual transactionsvisit httpsinstitutohaquiraedupeschwab
"Hey I'm sorry if this offends you, but i find you really attractive and I'd love for you to be my sugar baby Just letting you know my intentions in case you will be interested Let's talk terms Like a weekly allowance Just basically paying for your time..",,ham,hey im sorry offends find really attractive id love sugar baby letting know intentions case interested lets talk terms like weekly allowance basically paying time
"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://usps.trckmypost.com (Please reply to 1, then exit theSMS, open the SMS activationlink again, or copy the link toSafari browser and open it) The US Postal team wishesyou a wonderful day",10.0,smish,usps package arrived warehouse delivered due incomplete address information please confirm address link httpsuspstrckmypostcom please reply 1 exit thesms open sms activationlink copy link tosafari browser open us postal team wishesyou wonderful day
SHOCKING NEWS: Dr oz:broadoblong.com/PXPRjLI,0.0,ham,shocking news dr ozbroadoblongcompxprjli
"Hello, I'd love to use one of your picture to be the face of my artwork project and you will be getting credit for this and you will totally get paid for it",,ham,hello id love use one picture face artwork project getting credit totally get paid
"The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://uspsikqc.top (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!",1.0,smish,usps package arrived warehouse could delivered due incomplete address information please confirm address link httpsuspsikqctop please reply exit text message open activate link copy link open safari browser usps team wishes wonderful day
Private Message Alert - use this code to reveal vxma http://scoldrunner.services/up18iuL8,0.0,ham,private message alert use code reveal vxma httpscoldrunnerservicesup18iul8
Hey Am an artist If you don't mind one of your picture could be my inspiring muse for an art project I'm working on for a client You will totally get paid for it as well as a bonus; you'll also get credits,,ham,hey artist dont mind one picture could inspiring muse art project im working client totally get paid well bonus youll also get credits
"15178777780 Deposited a new message: ""Apple Macbook Pro on your Amazon account. If you do not authorize this payment, please press one to speak to our customer support representative."" Click here: 14699825000 to listen to full voice message.",,ham,15178777780 deposited new message apple macbook pro amazon account authorize payment please press one speak customer support representative click 14699825000 listen full voice message
"Hello, would you kindly permit the ASHOC ENERGY DRINK 10 inch logo or sticker on your bike, car, or truck, and make $700 every week. follow https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIKWdsW0yxEjajBLZtrQAAAAAAAAAAAAMAAFKUZBIURFg1TU8wQlhSTVBSSKJHSIhRSU1YROJHUS4u THANKS! BEST REGARD",0.0,ham,hello would kindly permit ashoc energy drink 10 inch logo sticker bike car truck make 700 every week follow httpsformsofficecompagesresponsepageaspxiddqsikwdsw0yxejajblztrqaaaaaaaaaaaamaafkuzbiurfg1tu8wqlhstvbsskjhsihrsu1yrojhus4u thanks best regard
"EDD- Your primary Funds Transfer account has been updated, if this was not you visit https://safe-eddprocess3527.duckdns.org/to cancel and block this attempt",5.0,smish,edd primary funds transfer account updated visit httpssafeeddprocess3527duckdnsorgto cancel block attempt
"Hey, I really like your profile and your posts, and if you let me, I would make such an amazing mural out of it! If you don't mind, one of your posts could be my inspiring muse for an art project I'm working on for a client. You will totally get paid for it as well as a bonus and also get credits. Kindly DM for more information.",,ham,hey really like profile posts let would make amazing mural dont mind one posts could inspiring muse art project im working client totally get paid well bonus also get credits kindly dm information
<#> Bank Of America EDD Msg #019: Your EDD Card Has Been Temporarily Suspended Due to a Unrecognized Transaction Attempt. Please Review Recent Transactions at : http://22-sc.com/ouBfl,0.0,ham,bank america edd msg 019 edd card temporarily suspended due unrecognized transaction attempt please review recent transactions http22sccomoubfl
"Package No. 368574983EE couldn't deliver due to misinformation on your street number, please follow t.ly/E3Y_QgN to make correction. Thanks",0.0,ham,package 368574983ee couldnt deliver due misinformation street number please follow tlye3yqgn make correction thanks
"American Consumer is Hiring! Test products from home & earn up to $45/ hr. No exp needed. Apply now! Remote position. Visit: https://bit.ly/acpin Aug 1, 11:57AM Send message",1.0,smish,american consumer hiring test products home earn 45 hr exp needed apply remote position visit httpsbitlyacpin aug 1 1157am send message
"Hey,Are you interested being my text buddy and be getting $300 three times a week and I do nothing sexual, you don't have to pay any fee before you get your allowance You'll get your first allowance today if you're serious",,ham,heyare interested text buddy getting 300 three times week nothing sexual dont pay fee get allowance youll get first allowance today youre serious
"I love your Instagram profile and if you let me, I would like to use one of your pictures on an art project I'm working on. You'll get paid for it.",,ham,love instagram profile let would like use one pictures art project im working youll get paid
"Congratulations you've been luckily selected among the 10 lucky winners of this week draw You've won the sum of 200,000 USD in the ongoing Facebook lottery program, to verify your funds send a text to the agent in charge. Here is the number of the agent Donna Hawkins in charge 619-500-8589",,ham,congratulations youve luckily selected among 10 lucky winners week draw youve sum 200000 usd ongoing facebook lottery program verify funds send text agent charge number agent donna hawkins charge 6195008589
"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://uewups.com (Please reply to 1, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) The USPS team wishes you a great day!",9.0,smish,usps package arrived warehouse delivered due incomplete address information please confirm address link httpsuewupscom please reply 1 exit sms open sms activation link copy link safari browser open usps team wishes great day
"You can earn 5000+ B_T-C investment every day, come and join us: www.awqvfz.rip/16logt",1.0,smish,earn 5000 btc investment every day come join us wwwawqvfzrip16logt
"EDD- Your primary Funds Transfer account has been updated, if this was not you visit https://safe-eddprocess3527.duckdns.org/ to cancel and block this attempt",5.0,smish,edd primary funds transfer account updated visit httpssafeeddprocess3527duckdnsorg cancel block attempt
COMCAST INC:We are happy to invite you to Online interview for work from Home with hourly pay of $30 per hr.send APY4623 to +19064514034,,ham,comcast incwe happy invite online interview work home hourly pay 30 per hrsend apy4623 19064514034
"USPS service: Package was delayed due to incomplete door number. Reply to [1], please reconfirm your address. http://www.uuusps.com/X13B6W Please update it timely.Open link in browser ",1.0,smish,usps service package delayed due incomplete door number reply 1 please reconfirm address httpwwwuuuspscomx13b6w please update timelyopen link browser
chatatwhatsapp.me/higiKhAE9VALifa,1.0,smish,chatatwhatsappmehigikhae9valifa
USPS - The package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address at the link. https://www.utpht.com (Copy the link to your Safari browser and open it) The team from the US Postal Service),0.0,ham,usps package arrived warehouse delivered due incomplete address information please confirm address link httpswwwutphtcom copy link safari browser open team us postal service
(Contact our 24/7 departement : 8663094094 #Customer-ID:keeh) EBT Food Card AlertID:7608036558 ,,ham,contact 247 departement 8663094094 customeridkeeh ebt food card alertid7608036558
Your EDD-Prepaid Debit Card Has Been Temporarily Blocked. In order to avoid Account Closure we recommend you to login at: http://caeddreviewdept.net,0.0,ham,eddprepaid debit card temporarily blocked order avoid account closure recommend login httpcaeddreviewdeptnet
"[USPS] The package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address at the link. https://uspsusa-us.com (Please reply to 1 to obtain the latest logistics status ) Sincerely, USPS Support Team",8.0,smish,usps package arrived warehouse delivered due incomplete address information please confirm address link httpsuspsusauscom please reply 1 obtain latest logistics status sincerely usps support team
<#> Please enter 706499 into LINE within the next 30 mins. JFOQLtyexga ,,ham,please enter 706499 line within next 30 mins jfoqltyexga
From USPS: Your package cannot be delivered due to the wrong delivery address. Please change the correct delivery address from the following URL: https://rb.gy/1esm1 Reply Y Click the link to inquire.,2.0,smish,usps package delivered due wrong delivery address please change correct delivery address following url httpsrbgy1esm1 reply click link inquire
?USPS) The package has arrived at the warehouse and cannot be delivered due to incomplete address details. Confirm your address at the link. https://uqfups.com (Copy the link to your Safari browser and open it),13.0,smish,usps package arrived warehouse delivered due incomplete address details confirm address link httpsuqfupscom copy link safari browser open
"The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://usps.uipackage.com (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!",0.0,ham,usps package arrived warehouse could delivered due incomplete address information please confirm address link httpsuspsuipackagecom please reply exit text message open activate link copy link open safari browser usps team wishes wonderful day
Singer Britney Spears RACIST outburst captured on video camera http://supplyform.boutique/YEXP11Qs,0.0,ham,singer britney spears racist outburst captured video camera httpsupplyformboutiqueyexp11qs
"Dear friend, we invite you tojointhecryptocurrencyinternal discussion group. And teaches you how to earn 1000-5000US per day in the cryptocurrency market. Reply ""OK"", Please click on the ""link""belowtojoin https://chat.whatsapp.com/DtlvGProbBcHz85dCOol44",0.0,ham,dear friend invite tojointhecryptocurrencyinternal discussion group teaches earn 10005000us per day cryptocurrency market reply ok please click linkbelowtojoin httpschatwhatsappcomdtlvgprobbchz85dcool44
<#> Please enter 435547 into LINE within the next 30 mins. JFOQLtyexga <#> Please enter 115086 into LINE within the next 30 mins. JFOQLtyexga 11:16,,ham,please enter 435547 line within next 30 mins jfoqltyexga please enter 115086 line within next 30 mins jfoqltyexga 1116
(Customer Alert-89e1-Contact our 24/7 Security-Department: 8776076856 #) EBT-Card Temporarily Frozen! MessagelD for 7608036 ,,ham,customer alert89e1contact 247 securitydepartment 8776076856 ebtcard temporarily frozen messageld 7608036
"Delivery service: Provide the correct delivery address to avoid delay in receiving the goods due to incomplete door number. After replying ""OK"", reconfirm your address, please update it timely. http://www.zaravsps.com/go/Tracking/L2A7",3.0,smish,delivery service provide correct delivery address avoid delay receiving goods due incomplete door number replying ok reconfirm address please update timely httpwwwzaravspscomgotrackingl2a7
"Delivery service: Provide the correct delivery address to avoid delay in receiving the goods due to incomplete door number. Please take steps to reactivate after replying [OK], please keep us updated. [ https://www.rodvsps.com/go/Tracking/U1A21 ]",5.0,smish,delivery service provide correct delivery address avoid delay receiving goods due incomplete door number please take steps reactivate replying ok please keep us updated httpswwwrodvspscomgotrackingu1a21
Dyllannn (dyllan_flor.) invited you to Snapchat: https://t.snapchat.com/ruoK9x3T Unsubscribe: w.snapchat.com/aiOioHdr,0.0,ham,dyllannn dyllanflor invited snapchat httpstsnapchatcomruok9x3t unsubscribe wsnapchatcomaioiohdr
"Track Packages] Your package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address at the link: https://uspswv.us (reply to 1 to get a secure link) Or (Copy the link to your Safari browser and open it) Sincerely, USPS Support Team",6.0,smish,track packages package arrived warehouse delivered due incomplete address information please confirm address link httpsuspswvus reply 1 get secure link copy link safari browser open sincerely usps support team
USPS (Your Parcel Is Cleared) Re-schedule:https://bit.ly/387Mzes,1.0,smish,usps parcel cleared reschedulehttpsbitly387mzes
<#>B o A: We need you to confirm DEBIT info and email on file. If not access could be locked bit.ly/87VBJ987,1.0,smish,b need confirm debit info email file access could locked bitly87vbj987
<#>B o A: We need you to confirm DEBIT info and email on file. If not access could be locked bit.ly/312QwOn,1.0,smish,b need confirm debit info email file access could locked bitly312qwon
https://chat.whatsapp.com/HGEBAfdiEjk6U06prxlKsg,0.0,ham,httpschatwhatsappcomhgebafdiejk6u06prxlksg
http://nfH5FwiU9mht56ku.homes,0.0,ham,httpnfh5fwiu9mht56kuhomes
http://wQXr2BUNaEJEntqhluMkYi.media,0.0,ham,httpwqxr2bunaejentqhlumkyimedia
FRM:WA COVID-19 Information MSG:You have $1087 unclaimed covid-19Support payment money : https://forms.gle/gxXAfiJ2Gc2GvDLs6?JSRAOJLDWYJS,0.0,ham,frmwa covid19 information msgyou 1087 unclaimed covid19support payment money httpsformsglegxxafij2gc2gvdls6jsraojldwyjs
"Dear User, Your phone has been getting too many spam texts. Eradicate them now here >> ex22r.com/wertABergA 18:55",1.0,smish,dear user phone getting many spam texts eradicate ex22rcomwertaberga 1855
additional benefits here. dont worry over bills we are here to help Michael....v41qle.jz4721.net...Text stop 2 opt-out,0.0,ham,additional benefits dont worry bills help michaelv41qlejz4721nettext stop 2 optout
"Jeremy, you still have $100 Amazon Rewards credit: v4fzc.info/CKQpOZrVXi See what you can buy before it expires on 03/27 v4fzc.info/CKQpOZrVXI 21:33",1.0,smish,jeremy still 100 amazon rewards credit v4fzcinfockqpozrvxi see buy expires 0327 v4fzcinfockqpozrvxi 2133
"Due to the pandemic, Netflix is giving everyone a free 1-year subscription to help you stay at home. Get yours here mi08w.com/2kbKsPoeVQ 16:53",0.0,ham,due pandemic netflix giving everyone free 1year subscription help stay home get mi08wcom2kbkspoevq 1653
Your Car History has a new entry: https://t.co/o5v07fefr1?fmuxtuprck yocmlxf ,1.0,smish,car history new entry httpstcoo5v07fefr1fmuxtuprck yocmlxf
Your Vehicle Driver Historyhas updated. https://t.co/qVM5acOYOu?qrxxsviswlr ryxdiscod ,1.0,smish,vehicle driver historyhas updated httpstcoqvm5acoyouqrxxsviswlr ryxdiscod
Michael Pending Mobile Alert: Expires (11:59PM PST) : gpmkg0.online/Ym5Yb tifldKh Txt Stop to Stop ,0.0,ham,michael pending mobile alert expires 1159pm pst gpmkg0onlineym5yb tifldkh txt stop stop
"Michael you havent added me yet :( are you still single? Check out my latest snaps gt33.pw/snlXXnncQ3 Im bored during this lockdown, hit me up ",0.0,ham,michael havent added yet still single check latest snaps gt33pwsnlxxnncq3 im bored lockdown hit
"Thanks ""Michael"" for paying your phone bill on time for 10 years! You are qualified for a platinum membership a2ern.info/NbnOOCaXOm iPhone 11 reward included",2.0,smish,thanks michael paying phone bill time 10 years qualified platinum membership a2erninfonbnoocaxom iphone 11 reward included
"http://arousalplus4inches.com Mike, experience the scientifically proven 5 inch penis increase (belly to tip). 3622 sold today, 39 left. -MIT Research 15:36",0.0,ham,httparousalplus4inchescom mike experience scientifically proven 5 inch penis increase belly tip 3622 sold today 39 left mit research 1536
"URGENT ALERT: Michael, please confirm the address details for package ID: 124R9 HERE: k2ecs.info/jqC2Js4She Sender: AMAZON REWARDS. Reply STOP to mute",0.0,ham,urgent alert michael please confirm address details package id 124r9 k2ecsinfojqc2js4she sender amazon rewards reply stop mute
"Michael Happy new year! Saw your number on your profile, shows you live close to me :) Lets chat slp2.xyz/sPldg93jsOW7 Add me here 15:03",0.0,ham,michael happy new year saw number profile shows live close lets chat slp2xyzspldg93jsow7 add 1503
Congrats Michael! Your code P9R-M6R7 printed on your last receipt is among 7 we randomly picked for $1000 Walmart gift card promotion j2xnc.info/Nqc7tV1FoELv 19:55,0.0,ham,congrats michael code p9rm6r7 printed last receipt among 7 randomly picked 1000 walmart gift card promotion j2xncinfonqc7tv1foelv 1955
"Michael, are you stressed out? CBD has been medically proven to help support stress, anxiety and pain? cbdnews2.best/bhUisK72aa Reply STOP to opt out. ",0.0,ham,michael stressed cbd medically proven help support stress anxiety pain cbdnews2bestbhuisk72aa reply stop opt
"3Bedroom, 2Bathroom House available nearby less than 240/ a month Locate here state.goo.gl/tap-",0.0,ham,3bedroom 2bathroom house available nearby less 240 month locate stategoogltap
83769 Installment Money Get up to $5000 - @.https://cashrequestonline.com/?cguid=eae2fef9-2d38-4ae3-bec4-e4084991f38d,0.0,ham,83769 installment money get 5000 httpscashrequestonlinecomcguideae2fef92d384ae3bec4e4084991f38d
"Michael, how is it hanging? Check out this unbelievable video t.co/bV21xitX5t before it got taken down by authorities. You probably can guess now who ",0.0,ham,michael hanging check unbelievable video tcobv21xitx5t got taken authorities probably guess
848.77 for Michael tinyurl.com/y22vnsel ,1.0,smish,84877 michael tinyurlcomy22vnsel
5576@.getcash.hellofunds.space ,0.0,ham,5576getcashhellofundsspace
"hey Michael, how are you doing man? Check this controversial video out before it gets banned. Guess who this is (-: ju11n.xyz/hXwQ9T2DpP 13:10",0.0,ham,hey michael man check controversial video gets banned guess ju11nxyzhxwq9t2dpp 1310
gravitygeeks.com/?t9bPrQ2j4o Please click the link to join,1.0,smish,gravitygeekscomt9bprq2j4o please click link join
CIBC BANK ALERT! Your account starting with 4506* has been suspended. Please Verify your account : https://Cibc-security-department2023.com,7.0,smish,cibc bank alert account starting 4506 suspended please verify account httpscibcsecuritydepartment2023com
"(CA) Grocery BFT#568008: Receive your assigned $289.00 now. Type ""A"" to transmit your grocery bonus to your selected institution.",,ham,ca grocery bft568008 receive assigned 28900 type transmit grocery bonus selected institution
INTERAC e-Transfer received: CANADA REVENUE AGENCY has sent you an $498.27 INTERAC e-Transfer. Click here to deposit https://canadaclimateincentive.ca,0.0,ham,interac etransfer received canada revenue agency sent 49827 interac etransfer click deposit httpscanadaclimateincentiveca
RBC CANADA Security Alert: Your RBC Client Card 4519**** has been temporarily locked due to unusual activity. To Regain Access Visit http://RBC-CANADA-Verify-Secure-Online.Com,3.0,smish,rbc canada security alert rbc client card 4519 temporarily locked due unusual activity regain access visit httprbccanadaverifysecureonlinecom
Netflix: Your payment cannot be completed. To keep access to the service http://netflix-membership.com to update your payment method. please visit,2.0,smish,netflix payment completed keep access service httpnetflixmembershipcom update payment method please visit
"ID:13319 [Track Packages] Your package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address at the [Track Packages] Your package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address at the link. https://rb.gy/iydke (reply to 1 to get a secure link) Or (Copy the link to your Safari browser and open it) Sincerely, USPS Support Team ",1.0,smish,id13319 track packages package arrived warehouse delivered due incomplete address information please confirm address track packages package arrived warehouse delivered due incomplete address information please confirm address link httpsrbgyiydke reply 1 get secure link copy link safari browser open sincerely usps support team
"EDD!!! Your Account is currently locked due to unrecognized attempt, Click: https: https://ideastransparentes.com.ar/cabz/verifyedd to restore access to your account. Jul 5, 5:44PM Send message",0.0,ham,edd account currently locked due unrecognized attempt click https httpsideastransparentescomarcabzverifyedd restore access account jul 5 544pm send message
U.S.P.S - The package has arrived at the warehouse and cannot be delivered due to incomplete address information.Confirm your address at the link. https://usps.uspsrf.com/ (Copy the link to your Safari browser and open it),1.0,smish,usps package arrived warehouse delivered due incomplete address informationconfirm address link httpsuspsuspsrfcom copy link safari browser open
"[U.S.P.S] Your package has been put on hold due to an address issue, please update a valid and correct shipping address.  https://us.ps.track-pack-add.com (Reply 1 click the link to view) O",0.0,ham,usps package put hold due address issue please update valid correct shipping address httpsuspstrackpackaddcom reply 1 click link view
U.S.P.S - The package has arrived at the warehouse and cannot be delivered due to incomplete address information.Confirm your address at the link. https://authority-ustesters.top/ ,1.0,smish,usps package arrived warehouse delivered due incomplete address informationconfirm address link httpsauthorityustesterstop
SAMUEL DIAZ Please give us a call at 855-510-1666 asap. We can offer savings on the matter you have in our office.,,ham,samuel diaz please give us call 8555101666 asap offer savings matter office
"T---[|]Mobile / We're all ears, help us to improve the T-Mobile experience you affiliation.software/agrieuro/c47604-98571?url=https://Isto.me/n29v1?emfafu",1.0,smish,tmobile ears help us improve tmobile experience affiliationsoftwareagrieuroc4760498571urlhttpsistomen29v1emfafu
(Security Warning-p880-Contact our 24/7 Support: 8557961050 #) EBT-Card is currently Frozen! MessagelD for 7608036558!,,ham,security warningp880contact 247 support 8557961050 ebtcard currently frozen messageld 7608036558
[-|-]Mobile / Please take this brief 30 second survey about T-mobile and we'll offer you 100 bucks christmas gift: r.napcopromo.com/s.ashx?ms=NPCPR:816259345662&e=dear-user@t-mobile.com&eld=73161769&c=tmqg&url=han.glLyVgGC#uiht,0.0,ham,mobile please take brief 30 second survey tmobile well offer 100 bucks christmas gift rnapcopromocomsashxmsnpcpr816259345662edearusertmobilecomeld73161769ctmqgurlhangllyvggcuiht
(Please Call our 24/7 Support: 8038873004 #MSG-ID-17c9ga) EBT food Card is currently Locked! Messa ,,ham,please call 247 support 8038873004 msgid17c9ga ebt food card currently locked messa
"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: burngeezers.com/X1ryc1i9J9",0.0,ham,free msg bill paid march thanks heres little gift burngeezerscomx1ryc1i9j9
(We/ve tried to contact you regarding your failed $57.78 @ Eleven) USE +18622898698 to reach us today,,ham,weve tried contact regarding failed 5778 eleven use 18622898698 reach us today
"UserID 58693 / Heads up T-Mobile Limited pass, Get your chance now mtnl.eu///5EyN6",1.0,smish,userid 58693 heads tmobile limited pass get chance mtnleu5eyn6
"The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link.  https://tools.usps-type-in.com (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!",0.0,ham,usps package arrived warehouse could delivered due incomplete address information please confirm address link httpstoolsuspstypeincom please reply exit text message open activate link copy link open safari browser usps team wishes wonderful day
Tmobile 86666/ Heads up: T-mobile one time pass. Get a reward from https://aritc.yru.ac.th/redirect/78?url=bit.do/jmelgrud,0.0,ham,tmobile 86666 heads tmobile one time pass get reward httpsaritcyruacthredirect78urlbitdojmelgrud
]TM-[Carrier / help us to improve the t---MOBILE experience for you anniversarys-mag.jp/urls?mode=go&pageid=2660&url=golnk.eu/fPjTwhgdgdgzjgfjdg#pihcl,0.0,ham,tmcarrier help us improve tmobile experience anniversarysmagjpurlsmodegopageid2660urlgolnkeufpjtwhgdgdgzjgfjdgpihcl
U.S.P.S - The package has arrived at the warehouse and cannot be delivered due to incomplete address information.Confirm your address at the link. https://axtras.cc (Copy the link to your Safari browser and open it) O A A,1.0,smish,usps package arrived warehouse delivered due incomplete address informationconfirm address link httpsaxtrascc copy link safari browser open
"USPS: Your parcel address is wrong, we can not deliver to your door, please fill in the address, so that we can deliver in time: https://uspostto.top (copy the link to your Safari browser and open it) O A A",0.0,ham,usps parcel address wrong deliver door please fill address deliver time httpsusposttotop copy link safari browser open
"We regret any inconvenience caused by the package not being delivered as scheduled. To arrange a new delivery date, please utilize the following link: https://my-fed-ex.com/",0.0,ham,regret inconvenience caused package delivered scheduled arrange new delivery date please utilize following link httpsmyfedexcom
"Your shipment AWB1D5MUIO3 has been reverted. To reschedule, go to https://usps.com@bit.ly/30FnJ7c ",1.0,smish,shipment awb1d5muio3 reverted reschedule go httpsuspscombitly30fnj7c
(Free Msg Citi) Your Citi card has been locked by us to prevent unauthorized use. Visit ct-id2.me/?verify to unlock now,0.0,ham,free msg citi citi card locked us prevent unauthorized use visit ctid2meverify unlock
ArrowBar: Now Hiring Part-Time Mystery Shoppers. Pay Rate: $295. Apply today online: https://frontiershopper.com/apply-now/ Text STOP to opt-out,0.0,ham,arrowbar hiring parttime mystery shoppers pay rate 295 apply today online httpsfrontiershoppercomapplynow text stop optout
EDD.BOA: EDD has disabled this card. ADDITIONAL VERIFICATION REQUIRED. VISIT http://serviceprocesses.me/kfuf3,0.0,ham,eddboa edd disabled card additional verification required visit httpserviceprocessesmekfuf3
US Shipping: Your package has the wrong address and has been temporarily suspended. Please take steps to reactivate it after replying to [ok]. https://wsssend.com/revalidate/k8h5 The sender is not in your contact list. Report Junk,0.0,ham,us shipping package wrong address temporarily suspended please take steps reactivate replying ok httpswsssendcomrevalidatek8h5 sender contact list report junk
https://chat.whatsapp.com/KKS50F3Yp1U6lGbt9KnKK5,0.0,ham,httpschatwhatsappcomkks50f3yp1u6lgbt9knkk5
$100 Store Credit for Finishing Quick Walmart Survey giddydestroy.com/iypgNm ,0.0,ham,100 store credit finishing quick walmart survey giddydestroycomiypgnm
"Dear friend, I will sincerely invite you to join the financial insider discussion group. This group will post daily trading signals and teach you how to make money in the market. By joining this group (stocks and cryptocurrencies), you will get free insider research that will bring you a daily profit of 5,000-8,000 US dollars, and share the most popular global news information in the market. Joining this group has a chance to win a cash bonus of 5,000 US dollars. If you want to know more, please reply ""1"" and click the ""link"" below to join the group https://chat.whatsapp.com/Be4hH6pGllpLbqcdaORJyV",0.0,ham,dear friend sincerely invite join financial insider discussion group group post daily trading signals teach make money market joining group stocks cryptocurrencies get free insider research bring daily profit 50008000 us dollars share popular global news information market joining group chance win cash bonus 5000 us dollars want know please reply 1 click link join group httpschatwhatsappcombe4hh6pgllplbqcdaorjyv
Track your order every step of the way in the Shop app: https://qvay.app.link/e/VVhoag801tb Reply STOP to unsubscribe Track your order every step of the way in the Shop app: https://shop.app/download Reply STOP to unsubscribe Track your order every step of the way in the Shop app: https://shop.app/download Reply STOP to unsubscribe,0.0,ham,track order every step way shop app httpsqvayapplinkevvhoag801tb reply stop unsubscribe track order every step way shop app httpsshopappdownload reply stop unsubscribe track order every step way shop app httpsshopappdownload reply stop unsubscribe
Track your order in real time with AfterShip app: https://link.aftership.com/3SeJ6,0.0,ham,track order real time aftership app httpslinkaftershipcom3sej6
Stdfastlegal: Please call us back to discuss your potential Toxic Water payout. 1-877-592-8521 STOP to STOP msgs,,ham,stdfastlegal please call us back discuss potential toxic water payout 18775928521 stop stop msgs
"Thank you for understanding, you are a kind person, we met in the wrong way, this is fate, my name is Molly, what is your name?",,ham,thank understanding kind person met wrong way fate name molly name
Welcome to Loopback Rewards! Tap the following link to download our mobile app! ssg.gl/27130d Reply STOP to OPT OUT,0.0,ham,welcome loopback rewards tap following link download mobile app ssggl27130d reply stop opt
Look who died in an accident I think you know him so sorry...ð~ https://photo.a4d8.us/xnhbmikwu,0.0,ham,look died accident think know sorryð httpsphotoa4d8usxnhbmikwu
U.S.P.S - The package has arrived at the warehouse and cannot be delivered due to incomplete address information.Confirm your address at the link. https://uqbaos.cc (Copy the link to your Safari browser and open it),1.0,smish,usps package arrived warehouse delivered due incomplete address informationconfirm address link httpsuqbaoscc copy link safari browser open
"hi This is Mary, how arThis is Mary, how are you doing Alisa?e you doing Alisa?",,ham,hi mary arthis mary alisae alisa
"Hello, I'm Michael Hendrix from OPN Architects Inc, We found your contact on Indeed employment resume. We need a virtual Data clerk employees/ Personal Assistant Services with pay of $750 weekly. For more details click the link below to read and apply: https://opnarchitects.wixsite.com/opn-architects",1.0,smish,hello im michael hendrix opn architects inc found contact indeed employment resume need virtual data clerk employees personal assistant services pay 750 weekly details click link read apply httpsopnarchitectswixsitecomopnarchitects
FANS Crying about Oprah!! lightlypainter.com/wlp4ZK,0.0,ham,fans crying oprah lightlypaintercomwlp4zk
